"castid","repoid","target","source","qltag","link","value"
"1229995",1161,"Symbol","Object","Cast","https://lgtm.com/projects/g/eclipse/pdt/snapshot/dist-19313119-1524814812150/files/plugins/org.eclipse.php.core/src/org/eclipse/php/internal/core/compiler/ast/parser/php7/CompilerAstParser.java?#L12941","#UseRawType,@gen"
"7779831",6842,"XmlUnsignedShort","TypeStoreUser","RefCast","https://lgtm.com/projects/g/apache/poi/snapshot/dist-1790760597-1524814812150/files/build/xmlbean-sources/org/openxmlformats/schemas/spreadsheetml/x2006/main/impl/CTDateGroupItemImpl.java?#L134","#LookupById,@src"
"1391197",1273,"EReference","EStructuralFeature","Cast","https://lgtm.com/projects/g/jboss-switchyard/tools/snapshot/dist-7890424-1524814812150/files/eclipse/plugins/org.switchyard.tools.models.switchyard1_0/src/org/switchyard/tools/models/switchyard1_0/spring/impl/SpringPackageImpl.java?#L7782","#LookupById,@src"
"453996",478,"byte","int","PrimCast","https://lgtm.com/projects/g/martinpaljak/GlobalPlatformPro/snapshot/dist-1790930165-1524814812150/files/src/main/java/pro/javacard/gp/SEAccessControl.java?#L53","#Literal:IntToByteArray,@src"
"3801513",3647,"TreeBin<K,V>","Node<K,V>","RefCast","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/bundles/http-servlet/src/main/java/org/glassfish/grizzly/utils/ConcurrentHashMapV8.java?#L1171","?BrokenLink"
"292653",317,"LanguageSearchParameter","Object","InstanceOfGuarded","https://lgtm.com/projects/g/googleads/googleads-java-lib/snapshot/dist-44920018-1524814812150/files/modules/adwords_axis/src/main/java/com/google/api/ads/adwords/axis/v201710/o/LanguageSearchParameter.java?#L128","#Equals:InstanceOf,@gen"
"5997987",5826,"GroupConstant_Base","GroupConstant","Cast","https://lgtm.com/projects/g/FenixEdu/bennu/snapshot/dist-14150010-1524814812150/files/bennu-test/target/generated-test-sources/dml-maven-plugin/org/fenixedu/bennu/core/domain/groups/GroupConstant_Base.java?#L12","#AccessSuperclassField,@gen"
"6640635",6481,"byte","int","PrimCast","https://lgtm.com/projects/g/RestComm/mediaserver/snapshot/dist-1796501640-1524814812150/files/codecs/g711/src/main/java/org/restcomm/media/codec/g711/ulaw/EncoderData.java?#L1545","#Literal:IntToByteArray,@gen"
"3476933",3590,"long","int","PrimCast","https://lgtm.com/projects/g/skerit/cmusphinx/snapshot/dist-1506204046584-1524814812150/files/sphinx4/src/sphinx4/edu/cmu/sphinx/linguist/language/ngram/large/LargeNGramModel.java?#L523","#Numeric,@src"
"3545172",3647,"HttpServletRequest","ServletRequest","Cast","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/extras/bundles/grizzly-httpservice-bundle/src/main/java/org/glassfish/grizzly/osgi/httpservice/OSGiAuthFilter.java?#L85","?BrokenLink"
"2240732",2056,"long","Long","Cast","https://lgtm.com/projects/g/PerfCake/PerfCake/snapshot/dist-23622824-1524814812150/files/perfcake/src/test/java/org/perfcake/reporting/reporter/ResponseTimeHistogramTest.java?#L122","#SelectOverload#Unboxing,@test"
"50180",129,"int","double","Cast","https://lgtm.com/projects/g/scoophealth/oscar/snapshot/dist-15110041-1524814812150/files/src/main/java/oscar/oscarRx/util/RxUtil.java?#L936","#Numeric,@src"
"3853100",3647,"TransportFilter","Filter","Cast","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/bundles/websockets/src/main/java/org/glassfish/grizzly/ssl/SSLBaseFilter.java?#L284","?BrokenLink"
"1624987",1396,"VersionType","Object","LookupByTypeTag","https://lgtm.com/projects/g/geotools/geotools/snapshot/dist-34400114-1524814812150/files/modules/ogc/net.opengis.wmts/src/net/opengis/wmts/v_1/util/wmtsv_1Validator.java?#L155","#GuardByTypeTag,@src"
"603663",622,"Paint","Object","ObjectInCollection","https://lgtm.com/projects/g/jfree/jfreechart/snapshot/dist-1768962908-1524814812150/files/src/main/java/org/jfree/chart/axis/CategoryAxis.java?#L459","#UseRawType,@src"
"7792001",6842,"SimpleValue","TypeStoreUser","ClassFamily","https://lgtm.com/projects/g/apache/poi/snapshot/dist-1790760597-1524814812150/files/build/xmlbean-sources/org/openxmlformats/schemas/spreadsheetml/x2006/main/impl/CTPivotFieldImpl.java?#L3040","#LookupById,@gen"
"3456001",3543,"LinearLayout","View","RefCast","https://lgtm.com/projects/g/drakeet/QQSliddingMenu/snapshot/dist-2038430547-1524814812150/files/app/src/main/java/me/drakeet/qqsliddingmenu/QQSliddingMenu.java?#L68","?BrokenLink"
"6951765",6604,"Condition","Node","InstanceOfGuarded","https://lgtm.com/projects/g/amaembo/huntbugs/snapshot/dist-1802140640-1524814812150/files/huntbugs/src/main/java/one/util/huntbugs/detect/AtomicConcurrent.java?#L63","#GuardByInstanceOf:single,@src"
"6820539",6483,"Element","Node","Cast","https://lgtm.com/projects/g/RestComm/jdiameter/snapshot/dist-41251870-1524814812150/files/core/jdiameter/impl/src/main/java/org/jdiameter/common/impl/validation/DictionaryImpl.java?#L320","#GuardByTypeTag,@src"
"6225786",6077,"byte","int","Cast","https://lgtm.com/projects/g/open-keychain/open-keychain/snapshot/dist-1868330398-1524814812150/files/extern/bouncycastle/core/src/main/java/org/bouncycastle/asn1/ua/DSTU4145Params.java?#L21","#Literal:IntToByteArray,@gen"
"114629",195,"NSString","NSObject","RefCast","https://lgtm.com/projects/g/bugvm/bugvm/snapshot/dist-1793551010-1524814812150/files/Binding/apple/src/main/java/com/bugvm/apple/healthkit/HKMetadata.java?#L176","#LookupById,@src"
"1264925",1161,"Symbol","Object","ObjectInCollection","https://lgtm.com/projects/g/eclipse/pdt/snapshot/dist-19313119-1524814812150/files/plugins/org.eclipse.php.core/src/org/eclipse/php/internal/core/compiler/ast/parser/php72/CompilerAstParser.java?#L10500","#UseRawType,@gen"
"4914603",4860,"Estimate_v3","Estimate","RefCast","https://lgtm.com/projects/g/calvinashmore/geneticimage/snapshot/dist-1505885076317-1524814812150/files/src/gen/functions/Algebraic.java?#L428","#Family:CovariantArguments,@src"
"880165",1017,"byte","char","PrimCast","https://lgtm.com/projects/g/broadinstitute/gatk/snapshot/dist-2030390457-1524814812150/files/src/main/java/org/broadinstitute/hellbender/tools/exome/orientationbiasvariantfilter/OrientationBiasUtils.java?#L80","#Numeric,@src"
"316172",317,"String","Object","ObjectInCollection","https://lgtm.com/projects/g/googleads/googleads-java-lib/snapshot/dist-44920018-1524814812150/files/modules/dfp_axis/src/main/java/com/google/api/ads/dfp/axis/v201708/ContentServiceSoapBindingStub.java?#L604","#UseRawType,@src"
"5248207",5133,"TilePageCalculator","Object","Cast","https://lgtm.com/projects/g/GeoWebCache/geowebcache/snapshot/dist-1793670713-1524814812150/files/geowebcache/diskquota/jdbc/src/main/java/org/geowebcache/diskquota/jdbc/JDBCQuotaStoreFactory.java?#L80","#LookupById,@src"
"7257147",6797,"ThriftSecurityException","Exception","RefCast","https://lgtm.com/projects/g/apache/accumulo/snapshot/dist-1984940991-1524814812150/files/core/src/main/java/org/apache/accumulo/core/client/impl/thrift/ClientService.java?#L3688","#GuardByInstanceOf:single,@gen"
"8767446",7337,"BaseContentURL","ContentURL","Cast","https://lgtm.com/projects/g/aipocom/aipo/snapshot/dist-26670002-1524814812150/files/jetspeed/src/main/java/org/apache/jetspeed/om/registry/base/BasePortletEntry.java?#L420","?BrokenLink"
"6823925",6487,"Object[]","Object","RefCast","https://lgtm.com/projects/g/nom-tam-fits/nom-tam-fits/snapshot/dist-14090029-1524814812150/files/src/test/java/nom/tam/fits/test/AsciiTableTest.java?#L152","#Tag,@src"
"7837743",6842,"CTSdtEndPr","TypeStoreUser","RefCast","https://lgtm.com/projects/g/apache/poi/snapshot/dist-1790760597-1524814812150/files/build/xmlbean-sources/org/openxmlformats/schemas/wordprocessingml/x2006/main/impl/CTSdtBlockImpl.java?#L104","#LookupById,@gen"
"974496",1161,"NamespaceDeclaration","Object","Redundant","https://lgtm.com/projects/g/eclipse/pdt/snapshot/dist-19313119-1524814812150/files/plugins/org.eclipse.php.core/src/org/eclipse/php/core/ast/match/ASTMatcher.java?#L902","#GuardByInstanceOf:single,@src"
"483228",497,"AdapterContextMenuInfo","ContextMenuInfo","RefCast","https://lgtm.com/projects/g/Shiftify/shiftify/snapshot/dist-1505880736828-1524814812150/files/Shiftify/app/src/main/java/cz/cvut/fit/shiftify/schedules/ScheduleListActivity.java?#L127","#Family,@src"
"116990",195,"NSDictionary<>","NSObject","RefCast","https://lgtm.com/projects/g/bugvm/bugvm/snapshot/dist-1793551010-1524814812150/files/Binding/apple/src/main/java/com/bugvm/apple/uikit/NSTextTabOptions.java?#L51","#GetOrCreateByClassLiteral,@src"
"3591678",3647,"UDPNIOConnection","Connection<>","RefCast","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/bundles/comet/src/main/java/org/glassfish/grizzly/nio/transport/UDPNIOAsyncQueueReader.java?#L66","?BrokenLink"
"7191669",6781,"CommonTree","Object","RefCast","https://lgtm.com/projects/g/apache/pig/snapshot/dist-1791860565-1524814812150/files/src-gen/org/apache/pig/parser/LogicalPlanGenerator.java?#L21973","?BrokenLink"
"1054000",1161,"Symbol","Object","Cast","https://lgtm.com/projects/g/eclipse/pdt/snapshot/dist-19313119-1524814812150/files/plugins/org.eclipse.php.core/src/org/eclipse/php/internal/core/ast/scanner/php56/PHPAstParser.java?#L9649","#UseRawType,@gen"
"5520736",5425,"ISORequestListener","Object","SearchOrFilterByType","https://lgtm.com/projects/g/jpos/jPOS/snapshot/dist-44780052-1524814812150/files/jpos/src/main/java/org/jpos/q2/iso/QServer.java?#L295","#NewDynamicInstance,@src"
"2269184",2114,"Token","Object","Cast","https://lgtm.com/projects/g/nativelibs4java/JNAerator/snapshot/dist-41390083-1524814812150/files/jnaerator-parser/target/generated-sources/antlr3/com/ochafik/lang/jnaerator/parser/ObjCppParser.java?#L7235","#Redundant,@gen"
"1759040",1557,"int","double","Cast","https://lgtm.com/projects/g/Deadrik/TFCraft/snapshot/dist-41940066-1524814812150/files/build/sources/java/com/bioxx/tfc/Commands/GetTreesCommand.java?#L25","?BrokenLink"
"8272812",6898,"HasTaskChildren","Task<?>","RefCast","https://lgtm.com/projects/g/apache/brooklyn-server/snapshot/dist-15010055-1524814812150/files/core/src/main/java/org/apache/brooklyn/core/entity/Dumper.java?#L357","#GuardByInstanceOf:single,@src"
"7563830",6833,"TextNode","Node","Cast","https://lgtm.com/projects/g/apache/james-project/snapshot/dist-5990252-1524814812150/files/server/protocols/jmap/src/main/java/org/apache/james/jmap/utils/JsoupHtmlTextExtractor.java?#L65","#GuardByInstanceOf:typecase,@src"
"323655",317,"ApiException","Throwable","RefCast","https://lgtm.com/projects/g/googleads/googleads-java-lib/snapshot/dist-44920018-1524814812150/files/modules/dfp_axis/src/main/java/com/google/api/ads/dfp/axis/v201708/UserServiceSoapBindingStub.java?#L991","#GuardByInstanceOf:TypecaseThrows,@src"
"8626729",7145,"LetEnd","TemplatePart","Cast","https://lgtm.com/projects/g/immutables/immutables/snapshot/dist-43930039-1524814812150/files/generator-processor/target/generated-sources/annotations/org/immutables/generator/processor/TreesTransformer.java?#L1222","#GuardByInstanceOf:single,@src"
"6886084",6523,"ActiveMQConnection","Connection","Redundant","https://lgtm.com/projects/g/mmosemmle/activemq_20155254/snapshot/dist-1506125586028-1524814812150/files/activemq-unit-tests/src/test/java/org/apache/activemq/broker/ft/DbRestartJDBCQueueMasterSlaveTest.java?#L66","#KnownReturnType,@test"
"3500767",3645,"Serializer<K1>","Serializer<?>","ClassFamily","https://lgtm.com/projects/g/voldemort/voldemort/snapshot/dist-7880134-1524814812150/files/src/java/voldemort/client/MockStoreClientFactory.java?#L145","#RemoveWildcard,@src"
"7978795",6857,"CancelPlanResponseProto","MessageLite","RefCast","https://lgtm.com/projects/g/apache/hadoop/snapshot/dist-956730001-1524814812150/files/hadoop-hdfs-project/hadoop-hdfs-client/target/generated-sources/java/org/apache/hadoop/hdfs/protocol/proto/ClientDatanodeProtocolProtos.java?#L11911","?BrokenLink"
"4885477",4748,"LogChute","Object","Cast","https://lgtm.com/projects/g/bbossgroups/bboss/snapshot/dist-2025970729-1524814812150/files/bboss-velocity/src-velocity/bboss/org/apache/velocity/runtime/log/LogManager.java?#L159","#GuardByInstanceOf:typecase,@src"
"5932879",5812,"Map<?,?>","Object","RefCast","https://lgtm.com/projects/g/michel-kraemer/citeproc-java/snapshot/dist-11540593-1524814812150/files/citeproc-java/src-gen/main/java/de/undercouch/citeproc/csl/CSLName.java?#L311","#GuardByInstanceOf:single,@src"
"7613847",6840,"InboundSecurityToken","SamlSecurityToken","ClassFamily","https://lgtm.com/projects/g/apache/wss4j/snapshot/dist-18770035-1524814812150/files/ws-security-policy-stax/src/test/java/org/apache/wss4j/policy/stax/test/SamlTokenTest.java?#L118","#Family,@test"
"6957334",6623,"Map<>","?","RemoveTypeParameter","https://lgtm.com/projects/g/jgritman/httpbuilder/snapshot/dist-38711182-1524814812150/files/src/main/java/groovyx/net/http/HTTPBuilder.java?#L1151","#RemoveWildcard,@src"
"7496397",6819,"PostSearchCriteria","SearchCriteria","Redundant","https://lgtm.com/projects/g/apache/camel/snapshot/dist-2113840756-1524814812150/files/components/camel-wordpress/src/test/java/org/apache/camel/component/wordpress/WordpressComponentTest.java?#L50","#Factory:parsing,@test"
"1805253",1608,"short","int","Cast","https://lgtm.com/projects/g/cinchapi/concourse/snapshot/dist-1799190191-1524814812150/files/concourse-driver-java/src/main/java/com/cinchapi/concourse/thrift/ConcourseService.java?#L231782","#Literal:IntToShortInvocationContext,@gen"
"3910466",3647,"HttpRequestPacket","HttpHeader","Testing","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/http/src/test/java/org/glassfish/grizzly/http/HttpSemanticsTest.java?#L856","?BrokenLink"
"8054713",6867,"MetricQuantile","Object","InstanceOfGuarded","https://lgtm.com/projects/g/apache/hbase/snapshot/dist-19218571-1524814812150/files/hbase-hadoop2-compat/src/main/java/org/apache/hadoop/metrics2/util/MetricQuantile.java?#L46","#Equals:InstanceOf,@src"
"17799",89,"T","String","RefCast","https://lgtm.com/projects/g/tinkerpop/blueprints/snapshot/dist-37330039-1524814812150/files/blueprints-sail-graph/src/main/java/com/tinkerpop/blueprints/impls/sail/SailVertex.java?#L121","#Redundant:unchecked,@src"
"3705032",3647,"T","Builder","Cast","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/bundles/http-all/src/main/java/org/glassfish/grizzly/http/HttpHeader.java?#L1138","?BrokenLink"
"6178771",6047,"short","int","Cast","https://lgtm.com/projects/g/Activiti/Activiti/snapshot/dist-1780090-1524814812150/files/activiti-engine/src/test/java/org/activiti/engine/test/api/task/TaskQueryTest.java?#L1501","#Literal:IntToShortInvocationContext,@test"
"3798848",3647,"CompositeBuffer","Buffer","RefCast","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/bundles/http-servlet/src/main/java/org/glassfish/grizzly/ssl/SSLBaseFilter.java?#L1211","?BrokenLink"
"2838952",2793,"String","Object","ArgumentCheck","https://lgtm.com/projects/g/ocpsoft/prettyfaces/snapshot/dist-44060049-1524814812150/files/core/src/main/java/com/ocpsoft/pretty/faces/config/convert/CaseConverter.java?#L31","#GuardByInstanceOf:single,@src"
"5023316",4936,"GeoPoint","GeoPointND","RefCast","https://lgtm.com/projects/g/geogebra/geogebra/snapshot/dist-1800140137-1524814812150/files/common/src/main/java/org/geogebra/common/kernel/algos/AlgoAnglePoints.java?#L107","#Family,@src"
"3612534",3647,"LZMAOutputState","LastResultAwareState<Buffer,Buffer>","CovariantReturn","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/bundles/core/src/main/java/org/glassfish/grizzly/compression/lzma/LZMAEncoder.java?#L94","?BrokenLink"
"7020937",6762,"User","Authentication","RefCast","https://lgtm.com/projects/g/apache/cxf-fediz/snapshot/dist-16661138-1524814812150/files/plugins/jetty9/src/main/java/org/apache/cxf/fediz/jetty9/FederationAuthenticator.java?#L355","#GuardByInstanceOf:single,@src"
"2407169",2296,"CssNumericNode","CssValueNode","InstanceOfGuarded","https://lgtm.com/projects/g/google/closure-stylesheets/snapshot/dist-1795332737-1524814812150/files/tests/com/google/common/css/compiler/ast/GssParserTest.java?#L1105","#GuardByInstanceOf:single,@src"
"4012585",3711,"JInterfaceType","JType","ClassFamily","https://lgtm.com/projects/g/uberfire/uberfire/snapshot/dist-6810049-1524814812150/files//semmle_data/maven_repo/com/google/gwt/gwt-dev/2.8.2/gwt-dev-2.8.2.jar/com/google/gwt/dev/jjs/impl/GwtAstBuilder.java?#L4384","?BrokenLink"
"4995493",4930,"IGosuClass","IType","RefCast","https://lgtm.com/projects/g/gosu-lang/gosu-lang/snapshot/dist-1970880123-1524814812150/files/gosu-test/src/test/java/gw/spec/core/annotations/instances/GeneratedCoreAnnotationInstancesTest.java?#L5712","#Factory,@test"
"4110825",3857,"Serializable","Object","Cast","https://lgtm.com/projects/g/Alfresco/alfresco-core/snapshot/dist-1895630345-1524814812150/files/src/main/java/org/alfresco/ibatis/SerializableTypeHandler.java?#L104","#Deserialization:ObjectInputStream,@src"
"3726261",3647,"TCPNIOConnection","Connection<>","RefCast","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/bundles/http-all/src/main/java/org/glassfish/grizzly/nio/transport/TCPNIOTransport.java?#L530","?BrokenLink"
"1552104",1396,"LineStyle2D","Style2D","RefCast","https://lgtm.com/projects/g/geotools/geotools/snapshot/dist-34400114-1524814812150/files/modules/library/render/src/main/java/org/geotools/renderer/lite/StreamingRenderer.java?#L2627","#GuardByInstanceOf:single,@src"
"5126729",5031,"Taint<>","Object","RefCast","https://lgtm.com/projects/g/Programming-Systems-Lab/phosphor/snapshot/dist-7850045-1524814812150/files/Phosphor/src/edu/columbia/cs/psl/phosphor/struct/ControlTaintTagStack.java?#L92","#GuardByInstanceOf:single,@src"
"741682",770,"Foo","Object","Equals","https://lgtm.com/projects/g/spring-projects/spring-batch/snapshot/dist-4840269-1524814812150/files/spring-batch-infrastructure/src/test/java/org/springframework/batch/item/sample/Foo.java?#L88","#Equals:GetClass,@src"
"5306975",5235,"short","Object","ObjectInCollection","https://lgtm.com/projects/g/maxns/deltaforce/snapshot/dist-1506015048346-1524814812150/files/samples/target/generated-sources/annotations/org/namstorm/deltaforce/samples/ComplexPersonBuilder.java?#L491","#LookupById#RemoveWildcard#Unboxing,@gen"
"472102",479,"short","int","PrimCast","https://lgtm.com/projects/g/martinpaljak/AppletPlayground/snapshot/dist-1793850250-1524814812150/files/src/pkgYkneoOath/OathObj.java?#L227","#Numeric,@src"
"5953299",5825,"ExecutionCourse_Base","ExecutionCourse","Cast","https://lgtm.com/projects/g/FenixEdu/fenixedu-academic/snapshot/dist-29270029-1524814812150/files/target/generated-test-sources/dml-maven-plugin/org/fenixedu/academic/domain/ExecutionCourse_Base.java?#L195","#AccessSuperclassField,@gen"
"6982928",6656,"LAPAccess","?","NewInstance","https://lgtm.com/projects/g/hltfbk/Excitement-Open-Platform/snapshot/dist-66350013-1524814812150/files/util/src/main/java/eu/excitementproject/eop/util/runner/LAPRunner.java?#L101","#NewDynamicInstance,@src"
"5645078",5500,"CreateFunctionDefinitionVersionResult","Object","Cast","https://lgtm.com/projects/g/aws/aws-sdk-java/snapshot/dist-6950065-1524814812150/files/aws-java-sdk-greengrass/src/main/java/com/amazonaws/services/greengrass/model/CreateFunctionDefinitionVersionResult.java?#L239","#Clone,@src"
"6528952",6481,"byte","int","Cast","https://lgtm.com/projects/g/RestComm/mediaserver/snapshot/dist-1796501640-1524814812150/files/codecs/g711/src/main/java/org/restcomm/media/codec/g711/alaw/EncoderData.java?#L2943","#Literal:IntToByteArray,@gen"
"3947005",3648,"SourceCodeRemark","Object","ObjectInCollection","https://lgtm.com/projects/g/Tanaguru/Tanaguru/snapshot/dist-58920061-1524814812150/files/rules/accessiweb2.2/src/test/java/org/tanaguru/rules/accessiweb22/Aw22Rule10041Test.java?#L916","#UseRawType,@test"
"7004883",6710,"A","DefaultConfigurationFluentImpl","RefCast","https://lgtm.com/projects/g/arquillian/arquillian-cube/snapshot/dist-14030028-1524814812150/files/kubernetes/kubernetes/target/generated-sources/annotations/org/arquillian/cube/kubernetes/impl/DefaultConfigurationFluentImpl.java?#L114","#FluentAPI,@gen"
"6737795",6481,"byte","int","PrimCast","https://lgtm.com/projects/g/RestComm/mediaserver/snapshot/dist-1796501640-1524814812150/files/codecs/g711/src/main/java/org/restcomm/media/codec/g711/ulaw/EncoderData.java?#L8205","#Literal:IntToByteArray,@gen"
"1664248",1436,"RecyclingBitmapDrawable","BitmapDrawable","RefCast","https://lgtm.com/projects/g/liaohuqiu/cube-sdk/snapshot/dist-1879390358-1524814812150/files/core/src/in/srain/cube/image/impl/DefaultMemoryCache.java?#L63","#GuardByClassLiteral,@src"
"4910034",4851,"ListView","View","RefCast","https://lgtm.com/projects/g/nostra13/Android-Universal-Image-Loader/snapshot/dist-1874770016-1524814812150/files/sample/src/main/java/com/nostra13/universalimageloader/sample/fragment/ImageListFragment.java?#L55","#StaticResource:findViewById,@src"
"163115",195,"ArrayType","Type","ClassFamily","https://lgtm.com/projects/g/bugvm/bugvm/snapshot/dist-1793551010-1524814812150/files/Core/soot/src/main/java/soot/jimple/toolkits/annotation/arraycheck/RectangularArrayFinder.java?#L623","#GuardByTypeTag,@src"
"3471826",3571,"int","double","PrimCast","https://lgtm.com/projects/g/aidancbrady/Mekanism/snapshot/dist-25530028-1524814812150/files/src/api/java/buildcraft/api/core/Position.java?#L197","#Numeric,@src"
"4951780",4917,"Integer","Object","RefCast","https://lgtm.com/projects/g/druid-io/druid/snapshot/dist-44060034-1524814812150/files/processing/src/main/java/io/druid/query/topn/AggregateTopNMetricFirstAlgorithm.java?#L146","#Tag,@src"
"1350014",1249,"MetaStateEvent","MetaComplexEvent","Cast","https://lgtm.com/projects/g/wso2/siddhi/snapshot/dist-4960007-1524814812150/files/modules/siddhi-core/src/main/java/org/wso2/siddhi/core/util/parser/SelectorParser.java?#L163","#GuardByInstanceOf:single,@src"
"508491",514,"char","int","Redundant","https://lgtm.com/projects/g/xmindltd/xmind/snapshot/dist-1795220104-1524814812150/files/bundles/org.xmind.org.freehep.vectorgraphics/src/org/xmind/org/freehep/graphics2d/font/PDFLatin.java?#L302","#Literal:IntToCharInvocationContext,@src"
"2817332",2774,"T","Object","Cast","https://lgtm.com/projects/g/Electrical-Age/ElectricalAge/snapshot/dist-9980130-1524814812150/files/build/sources/java/mods/eln/misc/DescriptorManager.java?#L18","?BrokenLink"
"7644391",6842,"SimpleValue","TypeStoreUser","Cast","https://lgtm.com/projects/g/apache/poi/snapshot/dist-1790760597-1524814812150/files/build/xmlbean-sources/com/microsoft/schemas/vml/impl/CTCurveImpl.java?#L5881","?Duplicated"
"4530426",4315,"int[]","Object","RefCast","https://lgtm.com/projects/g/errai/errai/snapshot/dist-59160020-1524814812150/files/errai-codegen/src/main/java/org/jboss/errai/codegen/util/CDIAnnotationUtils.java?#L335","#GuardByTypeTag,@src"
"5550260",5464,"V","Object","Cast","https://lgtm.com/projects/g/usethesource/capsule/snapshot/dist-1796373627-1524814812150/files/capsule-core/src/main/java/io/usethesource/capsule/core/AbstractTrieSetMultimap.java?#L742","#LookupById,@src"
"8550077",7079,"HolmCorrection","AbstractPairwiseMultipleHypothesisComparison<Statistic>","Clone","https://lgtm.com/projects/g/algorithmfoundry/Foundry/snapshot/dist-1799210951-1524814812150/files/Components/LearningCore/Source/gov/sandia/cognition/statistics/method/HolmCorrection.java?#L74","#Clone,@src"
"7438706",6818,"DbEntity","DbEntity","Redundant","https://lgtm.com/projects/g/apache/cayenne/snapshot/dist-1890050-1524814812150/files/modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/dialog/autorelationship/InferRelationshipsControllerBase.java?#L111","#Redundant,@src"
"3849265",3647,"FilterChain","Processor<>","ObjectInCollection","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/bundles/websockets/src/main/java/org/glassfish/grizzly/spdy/SpdyHandlerFilter.java?#L970","?BrokenLink"
"3397796",3540,"SimpleValue","TypeStoreUser","ClassFamily","https://lgtm.com/projects/g/SmartBear/soapui/snapshot/dist-1793321538-1524814812150/files/soapui/target/generated-sources/xmlbeans/com/eviware/soapui/inferredSchema/impl/SequenceContentConfigImpl.java?#L496","#LookupById,@gen"
"2549715",2407,"InstancedMesh","Mesh","RefCast","https://lgtm.com/projects/g/lwjglgamedev/lwjglbook/snapshot/dist-4840356-1524814812150/files/chapter21/c21-p2/src/main/java/org/lwjglb/engine/Scene.java?#L61","#GuardByInstanceOf:single,@src"
"7313762",6806,"GridFutureAdapter<?>","IgniteInternalFuture<?>","SearchOrFilterByType","https://lgtm.com/projects/g/apache/ignite/snapshot/dist-4930010-1524814812150/files/modules/core/src/test/java/org/apache/ignite/internal/processors/cache/GridCacheOrderedPreloadingSelfTest.java?#L180","#KnownReturnType,@src"
"7891836",6845,"FileOutputStream","OutputStream","CovariantReturn","https://lgtm.com/projects/g/apache/logging-log4j2/snapshot/dist-26525974-1524814812150/files/log4j-core/src/main/java/org/apache/logging/log4j/core/appender/FileManager.java?#L161","#Family,@src"
"996692",1161,"Symbol","Object","ObjectInCollection","https://lgtm.com/projects/g/eclipse/pdt/snapshot/dist-19313119-1524814812150/files/plugins/org.eclipse.php.core/src/org/eclipse/php/internal/core/ast/scanner/php53/PHPAstParser.java?#L5849","#UseRawType,@gen"
"6460238",6457,"APIGetFreeIpMsg","APIMessage","RefCast","https://lgtm.com/projects/g/zstackorg/zstack/snapshot/dist-1790922600-1524814812150/files/network/src/main/java/org/zstack/network/l3/L3NetworkApiInterceptor.java?#L76","#GuardByInstanceOf:typecase,@src"
"1788694",1602,"float","int","Cast","https://lgtm.com/projects/g/reds-heig/logisim-evolution/snapshot/dist-2031860718-1524814812150/files/src/com/cburch/logisim/prefs/AppPreferences.java?#L402","#Numeric,@src"
"6698850",6481,"byte","int","Cast","https://lgtm.com/projects/g/RestComm/mediaserver/snapshot/dist-1796501640-1524814812150/files/codecs/g711/src/main/java/org/restcomm/media/codec/g711/ulaw/EncoderData.java?#L5534","#Literal:IntToByteArray,@gen"
"4312818",4019,"MockConfigurableConnector","Connector","Cast","https://lgtm.com/projects/g/elibom/mokai/snapshot/dist-21210495-1524814812150/files/mokai-core/src/test/java/org/mokai/config/xml/test/ConfigurationTest.java?#L198","#Factory,@test"
"4644446",4429,"byte","long","Cast","https://lgtm.com/projects/g/bcgit/bc-java/snapshot/dist-20740003-1524814812150/files/pg/src/main/java/org/bouncycastle/bcpg/OnePassSignaturePacket.java?#L108","#Numeric,@src"
"5422674",5294,"EClass","EClassifier","Redundant","https://lgtm.com/projects/g/opensourceBIM/BIMserver/snapshot/dist-44770082-1524814812150/files/PluginBase/generated/org/bimserver/models/ifc4/impl/Ifc4PackageImpl.java?#L12954","#LookupById,@gen"
"8401569",6990,"String","Object","RefCast","https://lgtm.com/projects/g/droolsjbpm/jbpm/snapshot/dist-1810050-1524814812150/files/jbpm-workitems/jbpm-workitems-rest/src/test/java/org/jbpm/process/workitem/rest/RestWorkItemHandlerTest.java?#L871","#LookupById,@src"
